Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso1_0to25,N_0to25,Pearson_iso1_0to25,range_0to25,iso1_25to50,N_25to50,Pearson_iso1_25to50,range_25to50,iso1_50to75,N_50to75,Pearson_iso1_50to75,range_50to75,iso1_75to100,N_75to100,Pearson_iso1_75to100,range_75to100,iso1,N,Pearson_iso1,range
FM.AST.DOMS.CN,Financial Sector: Assets,Net domestic credit (current LCU),,,,,,,,,,,0.233584824760783,101,-0.150419511980249,-2.188 to -0.645,0.106596870495993,111,0.0966722439526924,-0.634 to 0.161,0.181474970347745,111,-0.159556366388626,0.163 to 1.135,0.259682800642129,116,-0.256684211885533,1.142 to 2.135,0.120004000869535,286,-0.103410534763983,-0.113_2.148
FM.AST.NFRG.CN,Financial Sector: Assets,Net foreign assets (current LCU),,,,,,,,,,,0.343735543318779,114,-0.26276246278928,-2.188 to -0.645,0.131574465100749,111,0.119326797337451,-0.634 to 0.161,0.179571235570133,111,-0.160157909850054,0.163 to 1.135,0.300850962770244,116,-0.290537833521503,1.142 to 2.135,0.163983948100601,286,-0.14822098525849,-0.113_2.148
FM.AST.PRVT.GD.ZS,Financial Sector: Assets,Monetary Sector credit to private sector (% GDP),0.690450485874151,0.21983433857053,0.282219960094986,0.22568869520561,0.160509693481002,0.0953221432550451,0.0608355391145336,0.188859633703355,0.119137000254152,0.104668580300192,0.386236760851955,114,0.396544611642279,-2.188 to -0.645,0.217637274536473,114,0.123806373628323,-0.634 to 0.161,0.238133624112744,110,0.15934976560499,0.163 to 1.135,0.370848464049923,116,0.298076189652524,1.142 to 2.135,0.391866042203651,285,0.392872829268928,-0.113_2.148
FM.AST.PRVT.ZG.M3,Financial Sector: Assets,Claims on private sector (annual growth as % of broad money),0.0631212511577845,0.137297423037059,0.1058347632928,0.15125016229617,0.0739857956145111,0.0941011643375925,0.0679287444797054,0.125228298859272,0.120807185778112,0.0793545290106307,0.192823769741847,112,0.0910335711702581,-2.188 to -0.645,0.20313592273381,112,0.0605225018165302,-0.634 to 0.161,0.310267094368198,102,-0.283902927762064,0.163 to 1.135,0.184578015417071,60,-0.0657581861091381,1.142 to 2.135,0.16574298255027,219,-0.11553826477031,-0.113_2.148
FM.LBL.BMNY.CN,Financial Sector: Monetary holdings (liabilities),Broad money (current LCU),,,,,,,,,,,0.225225871789659,108,-0.101730331138595,-2.188 to -0.645,0.124815599836071,108,0.115392345122313,-0.634 to 0.161,0.178785051679781,99,-0.158697167609529,0.163 to 1.135,0.235430982735363,60,-0.206646057552241,1.142 to 2.135,0.124922819200617,214,-0.0774430107655937,-0.113_2.148
FM.LBL.BMNY.GD.ZS,Financial Sector: Monetary holdings (liabilities),Broad money (% of GDP),0.568038995631116,0.291262863170178,0.169507115719121,0.167626326984627,0.21057442138082,0.140185167090356,0.140262214125468,0.200114148201119,0.145516265610183,0.0670714757851695,0.37296001097163,108,0.395485295664575,-2.188 to -0.645,0.204859064942683,108,0.134120821475547,-0.634 to 0.161,0.299774585773146,99,0.24945261156907,0.163 to 1.135,0.335614101957338,60,0.285826117351204,1.142 to 2.135,0.25951779979729,214,0.284013276929251,-0.113_2.148
FM.LBL.BMNY.IR.ZS,Financial Sector: Monetary holdings (liabilities),Broad money to total reserves ratio,0.223307808300674,0.18639227103401,0.197177297321384,0.187725467560714,0.083019059226753,0.058575143469206,0.0868051022959928,0.184701949869318,0.140533458100934,0.0835572494223873,0.169757503333507,77,0.0749667411275109,-2.188 to -0.645,0.168548638502407,101,0.0680779513058678,-0.634 to 0.161,0.304489185471291,99,-0.164145006451826,0.163 to 1.135,0.527611235246427,60,0.497236199553511,1.142 to 2.135,0.402465439867131,210,0.390004360079397,-0.113_2.148
FM.LBL.BMNY.ZG,Financial Sector: Monetary holdings (liabilities),Broad money growth (annual %),0.196382737929762,0.174766103998259,0.110383526479497,0.0919316527201229,0.0920685929051494,0.101949398519088,0.0538669492733957,0.211414114523799,0.113347774544773,0.076932985593559,0.206266132563146,108,0.00722306623146432,-2.188 to -0.645,0.262929569602614,108,-0.278720289457546,-0.634 to 0.161,0.303027539389566,99,-0.260183657168044,0.163 to 1.135,0.183520505997822,60,-0.0695580002838042,1.142 to 2.135,0.172495974835753,214,-0.147755533823245,-0.113_2.148
FP.CPI.TOTL,Financial Sector: Exchange rates & prices,Consumer price index (2010 = 100),0.203768121313685,0.113925986457705,0.113136242188538,0.125619438997735,0.062306129180601,0.183239555263279,0.119242248850248,0.41567162712568,0.198078543476079,0.0906985322041188,0.206372436213877,110,0.152289918615134,-2.188 to -0.645,0.263129003508239,109,-0.186133026784464,-0.634 to 0.161,0.299531163669145,119,-0.120742767387295,0.163 to 1.135,0.248065903003044,122,-0.219824796487672,1.142 to 2.135,0.417887493296318,298,-0.268296656689293,-0.113_2.148
FP.CPI.TOTL.ZG,Financial Sector: Exchange rates & prices,"Inflation, consumer prices (annual %)",0.168224590524378,0.0962319072774702,0.105375793497578,0.0877572824825128,0.0709631807056494,0.0986704104203205,0.038808078369464,0.153189486749148,0.0930968786759945,0.0804783438894261,0.18692410827117,110,0.117673034302486,-2.188 to -0.645,0.265011465833043,109,-0.194463026651993,-0.634 to 0.161,0.307387984152292,118,-0.194986508950081,0.163 to 1.135,0.232996041950482,122,-0.158367703492524,1.142 to 2.135,0.29317400304044,297,-0.160654120332004,-0.113_2.148
FP.WPI.TOTL,Financial Sector: Exchange rates & prices,Wholesale price index (2010 = 100),,,,,,,,,,,0.9198484835877,6,-0.824312802346646,-2.188 to -0.645,0.772980526978512,9,-0.768139642331104,-0.634 to 0.161,0.82428854015662,9,-0.80408753447505,0.163 to 1.135,0.91724801629198,4,0.816545514545129,1.142 to 2.135,0.50337377680661,18,-0.313045175094528,-0.113_2.148
FR.INR.DPST,Financial Sector: Interest rates,Deposit interest rate (%),0.240440642090427,0.141236925368938,0.123530591962295,0.164775275381193,0.110061591259129,0.0956571639913827,0.0608601294990304,0.201047537799655,0.201966837232317,0.0785228227142355,0.429290609369533,68,-0.324800026759564,-2.188 to -0.645,0.223213805859501,96,0.163652023365061,-0.634 to 0.161,0.394716136091098,99,-0.343816074045209,0.163 to 1.135,0.324579028699058,36,-0.262518390698579,1.142 to 2.135,0.431802708347808,188,-0.321554035147471,-0.113_2.148
FR.INR.LEND,Financial Sector: Interest rates,Lending interest rate (%),0.401402090552036,0.173358901406628,0.118258749389844,0.277646251795397,0.227418541172345,0.154635913870578,0.0979497913309839,0.265725410957609,0.176105021047734,0.0816342445380513,0.30562599743954,67,-0.242032793815777,-2.188 to -0.645,0.156015076854189,91,0.00605389690910386,-0.634 to 0.161,0.434137788593815,95,-0.334753882117097,0.163 to 1.135,0.344672715046965,42,-0.310784855365043,1.142 to 2.135,0.576159504877502,184,-0.434059118359102,-0.113_2.148
FR.INR.LNDP,Financial Sector: Interest rates,"Interest rate spread (lending rate minus deposit rate, %)",0.36279178955497,0.122241617153771,0.1372521801027,0.236629351313726,0.274368572295435,0.134284547460145,0.151300181211161,0.225212907830464,0.148101957014379,0.0746508765508906,0.218522463655112,62,-0.102478810619532,-2.188 to -0.645,0.241256947425629,87,-0.234904429465905,-0.634 to 0.161,0.328383300385002,93,-0.232398152041802,0.163 to 1.135,0.344796316509019,33,-0.225596534133024,1.142 to 2.135,0.397999382548318,172,-0.302872891083479,-0.113_2.148
FR.INR.RINR,Financial Sector: Interest rates,Real interest rate (%),0.245665797336799,0.0860889034895143,0.125372081969697,0.207398017560408,0.186981795455422,0.136495899825213,0.0844236452206999,0.0962368656304005,0.0950988635990338,0.10072953698724,0.258334436258138,67,-0.0919307455555044,-2.188 to -0.645,0.155796839149691,91,0.0718917657187735,-0.634 to 0.161,0.170229124321529,94,-0.0489815542244782,0.163 to 1.135,0.24045450514611,42,-0.00852464045185197,1.142 to 2.135,0.426441257903018,183,-0.273139431958011,-0.113_2.148
FR.INR.RISK,Financial Sector: Interest rates,"Risk premium on lending (lending rate minus treasury bill rate, %)",,,,,,,,,,,0.537441971446195,39,-0.396175907455158,-2.188 to -0.645,0.3477439272123,37,0.099632265172499,-0.634 to 0.161,0.377078125691079,45,-0.25574708051304,0.163 to 1.135,0.429695333440073,19,-0.377950398221342,1.142 to 2.135,0.381890681302051,84,-0.216318675213635,-0.113_2.148
FS.AST.CGOV.GD.ZS,Financial Sector: Assets,"Claims on central government, etc. (% GDP)",0.132990381181181,0.160529146071381,0.0742727029111393,0.0974814403265638,0.142872543432969,0.228102486187862,0.172511211784344,0.128045349283686,0.0623708977166962,0.0643100155081739,0.255543315733204,114,-0.1847243820256,-2.188 to -0.645,0.219597588909979,114,0.152884452902611,-0.634 to 0.161,0.236019756562368,110,-0.201804016035237,0.163 to 1.135,0.330549680630678,116,0.255631328349154,1.142 to 2.135,0.138808695904657,285,0.0810468106404908,-0.113_2.148
FS.AST.DOMO.GD.ZS,Financial Sector: Assets,Claims on other sectors of the domestic economy (% of GDP),,,,,,,,,,,0.582392736806694,14,0.415920658975036,-2.188 to -0.645,0.221474717147204,46,-0.0225410676617095,-0.634 to 0.161,0.266707883233587,51,-0.0528026550346773,0.163 to 1.135,0.915007488387431,18,0.90913119062188,1.142 to 2.135,0.536126704961279,95,0.564833432838263,-0.113_2.148
FS.AST.DOMS.GD.ZS,Financial Sector: Assets,Domestic credit provided by financial sector (% of GDP),,,,,,,,,,,0.338735093797353,14,0.0741545636251709,-2.188 to -0.645,0.228230400753234,46,0.0824814074242193,-0.634 to 0.161,0.319775973456285,51,-0.150415791908185,0.163 to 1.135,0.884054973520612,18,0.851208650478478,1.142 to 2.135,0.487441328237025,95,0.51371648673502,-0.113_2.148
FS.AST.PRVT.GD.ZS,Financial Sector: Assets,Domestic credit to private sector (% of GDP),0.70261556985363,0.21361830853183,0.283705723935015,0.228970329870234,0.157506093826259,0.0933031646709355,0.0662973787697748,0.173790480196032,0.114880776483649,0.0892629997101319,0.399231999440249,114,0.407850783606667,-2.188 to -0.645,0.218649916258466,111,0.143597477860188,-0.634 to 0.161,0.210586907677818,102,0.111661920782549,0.163 to 1.135,0.381422545399596,115,0.309865811996212,1.142 to 2.135,0.350817328767465,275,0.364532780447087,-0.113_2.148
FX.OWN.TOTL.40.ZS,Financial Sector: Access,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",,,,,,,,,,,0.402542547322968,20,0.153550670798968,-2.188 to -0.645,0.31757191773656,22,-0.105854768827352,-0.634 to 0.161,0.362364490478415,28,0.350794679765273,0.163 to 1.135,0.541139466937798,39,0.488987958060106,1.142 to 2.135,0.780284906922788,81,0.776479823393333,-0.113_2.148
FX.OWN.TOTL.60.ZS,Financial Sector: Access,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",,,,,,,,,,,0.385484032021718,20,0.0498052830049187,-2.188 to -0.645,0.328284947729609,22,-0.0749099412378824,-0.634 to 0.161,0.413669793675667,28,0.405900161661525,0.163 to 1.135,0.522280385574773,39,0.453581210906328,1.142 to 2.135,0.800921587597538,81,0.770566951862179,-0.113_2.148
FX.OWN.TOTL.FE.ZS,Financial Sector: Access,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",,,,,,,,,,,0.447729501781252,20,0.0944447364836471,-2.188 to -0.645,0.313168687482101,22,-0.159652760772796,-0.634 to 0.161,0.374828451340537,28,0.365293254043946,0.163 to 1.135,0.552941286519366,39,0.492320823154978,1.142 to 2.135,0.784418070783205,81,0.774818165074119,-0.113_2.148
FX.OWN.TOTL.MA.ZS,Financial Sector: Access,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",,,,,,,,,,,0.347848440478283,20,0.0726691404481653,-2.188 to -0.645,0.355347831394741,22,-0.00663753493324716,-0.634 to 0.161,0.401823130356018,28,0.391763482775183,0.163 to 1.135,0.511775103815953,39,0.444930369763449,1.142 to 2.135,0.795953648817249,81,0.769215635325505,-0.113_2.148
FX.OWN.TOTL.OL.ZS,Financial Sector: Access,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",,,,,,,,,,,0.414202824898627,20,0.109966295561548,-2.188 to -0.645,0.323313666157941,22,-0.058859568021985,-0.634 to 0.161,0.377924711218595,28,0.376369260534144,0.163 to 1.135,0.507951315316069,39,0.426473278625558,1.142 to 2.135,0.785831890106984,81,0.76580136048791,-0.113_2.148
FX.OWN.TOTL.PL.ZS,Financial Sector: Access,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",,,,,,,,,,,0.394554024339107,20,0.119455819865609,-2.188 to -0.645,0.331530421189369,22,-0.129592978076165,-0.634 to 0.161,0.325075898219322,28,0.289402853262782,0.163 to 1.135,0.498754965414193,39,0.439515759313664,1.142 to 2.135,0.738232054913892,81,0.747568495220615,-0.113_2.148
FX.OWN.TOTL.SO.ZS,Financial Sector: Access,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",,,,,,,,,,,0.311601425743433,20,-0.181627098158638,-2.188 to -0.645,0.361551675755178,22,-0.179234029005845,-0.634 to 0.161,0.381802538251489,28,0.379115588240028,0.163 to 1.135,0.516497561458582,39,0.453535281286077,1.142 to 2.135,0.776652487078274,81,0.746490777005715,-0.113_2.148
FX.OWN.TOTL.YG.ZS,Financial Sector: Access,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",,,,,,,,,,,0.355102175494863,20,0.0107176758327532,-2.188 to -0.645,0.348993978864648,22,-0.186333885577903,-0.634 to 0.161,0.40023301668537,28,0.346705689149385,0.163 to 1.135,0.454032025687814,39,0.453087056904049,1.142 to 2.135,0.765783419176695,81,0.764086940822523,-0.113_2.148
FX.OWN.TOTL.ZS,Financial Sector: Access,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),,,,,,,,,,,0.40052550949079,20,0.0876507200114233,-2.188 to -0.645,0.321393280972207,22,-0.0899328035975603,-0.634 to 0.161,0.390113026314746,28,0.384540259714039,0.163 to 1.135,0.540353158980005,39,0.479620382630383,1.142 to 2.135,0.794813617837288,81,0.778347877951724,-0.113_2.148
GB.XPD.RSDV.GD.ZS,Infrastructure: Technology,Research and development expenditure (% of GDP),,,,,,,,,,,0,0,,-2.188 to -0.645,0,0,,-0.634 to 0.161,0,0,,0.163 to 1.135,0,0,,1.142 to 2.135,0,0,,-0.113_2.148
GC.AST.TOTL.CN,Public Sector: Government finance: Deficit & financing,Net acquisition of financial assets (current LCU),,,,,,,,,,,0.228014288031881,50,-0.119150016807204,-2.188 to -0.645,0.132339114067123,64,0.0287553620373449,-0.634 to 0.161,0.190171367847365,70,-0.0250557939415172,0.163 to 1.135,0.405686940127193,45,-0.388330005777057,1.142 to 2.135,0.125035998223333,149,-0.0785356256606312,-0.113_2.148
GC.AST.TOTL.GD.ZS,Public Sector: Government finance: Deficit & financing,Net acquisition of financial assets (% of GDP),,,,,,,,,,,0.364530753129554,50,0.313577496700869,-2.188 to -0.645,0.236351228599406,64,-0.0964092168369424,-0.634 to 0.161,0.277151880341279,70,0.299777962769213,0.163 to 1.135,0.229079170914804,45,-0.214483445878162,1.142 to 2.135,0.231422675794493,149,0.143352375008267,-0.113_2.148
GC.DOD.TOTL.CN,Public Sector: Government finance: Deficit & financing,"Central government debt, total (current LCU)",,,,,,,,,,,0.378495206135256,21,-0.341415934130389,-2.188 to -0.645,0.209880023647986,25,0.0486394169958757,-0.634 to 0.161,0.258378875755527,49,-0.21605679187019,0.163 to 1.135,0.245743521467096,72,-0.212259832434072,1.142 to 2.135,0.194015724926494,133,-0.206771645511281,-0.113_2.148
GC.DOD.TOTL.GD.ZS,Public Sector: Government finance: Deficit & financing,"Central government debt, total (% of GDP)",,,,,,,,,,,0.537886274736743,21,-0.499786787097264,-2.188 to -0.645,0.36871576447325,25,-0.199620489804653,-0.634 to 0.161,0.262603430503508,49,0.102233033558523,0.163 to 1.135,0.368745862006554,72,0.266606611428788,1.142 to 2.135,0.396383413494598,133,0.383510292799346,-0.113_2.148
GC.LBL.TOTL.CN,Public Sector: Government finance: Deficit & financing,"Net incurrence of liabilities, total (current LCU)",,,,,,,,,,,0.338553404881827,50,-0.208156850435412,-2.188 to -0.645,0.127173651651639,66,0.022167162623401,-0.634 to 0.161,0.238436713008411,72,-0.156903496113519,0.163 to 1.135,0.398977138645619,54,-0.380017572987221,1.142 to 2.135,0.14988260567076,162,-0.131695780141333,-0.113_2.148
GC.LBL.TOTL.GD.ZS,Public Sector: Government finance: Deficit & financing,"Net incurrence of liabilities, total (% of GDP)",0.0794876369215162,0.0693529075838995,0.0715839287831588,0.128651322726013,0.0925411377314246,0.157425238011373,0.132498760922309,0.121914515826352,0.0647294585699184,0.0600755169438415,0.290579833811212,50,-0.0459676284788096,-2.188 to -0.645,0.246923386313216,66,0.148695388334025,-0.634 to 0.161,0.20124335927137,72,0.0891583193215888,0.163 to 1.135,0.159813624711651,54,0.0617378687267693,1.142 to 2.135,0.140818832528077,162,0.0714154561726105,-0.113_2.148
GC.NFN.TOTL.CN,Public Sector: Government finance: Deficit & financing,Net investment in nonfinancial assets (current LCU),,,,,,,,,,,0,0,,-2.188 to -0.645,0,0,,-0.634 to 0.161,0,0,,0.163 to 1.135,0,0,,1.142 to 2.135,0,0,,-0.113_2.148
GC.NFN.TOTL.GD.ZS,Public Sector: Government finance: Deficit & financing,Net investment in nonfinancial assets (% of GDP),0.444207092613644,0.127693101867273,0.173386797411132,0.13927501229303,0.0988780570282267,0.118516761812453,0.0821936659559829,0.127729899649422,0.19692038603275,0.113574097725345,0,0,,-2.188 to -0.645,0,0,,-0.634 to 0.161,0,0,,0.163 to 1.135,0,0,,1.142 to 2.135,0,0,,-0.113_2.148
GC.NLD.TOTL.CN,Public Sector: Government finance: Deficit & financing,Net lending (+) / net borrowing (-) (current LCU),,,,,,,,,,,0.333732868821362,51,0.213291662270043,-2.188 to -0.645,0.122125743096135,71,-0.0148813350096082,-0.634 to 0.161,0.237404485608532,72,0.161573705975264,0.163 to 1.135,0.109519094875296,120,0.0657476465401765,1.142 to 2.135,0.168465484827696,230,0.144523503752737,-0.113_2.148
GC.NLD.TOTL.GD.ZS,Public Sector: Government finance: Deficit & financing,Net lending (+) / net borrowing (-) (% of GDP),0.0659302243191613,0.0651438089072888,0.121335042576036,0.150788203030005,0.188225237410981,0.227005511429271,0.18937329703379,0.0724858500843407,0.0994537141457012,0.080179216895984,0.244146445228601,51,0.0361230563739962,-2.188 to -0.645,0.313348752032133,71,-0.261752749621596,-0.634 to 0.161,0.223369603913443,72,0.21509196431121,0.163 to 1.135,0.147655516054309,120,-0.136552183693036,1.142 to 2.135,0.12503684085419,230,0.0801462883958129,-0.113_2.148
GC.REV.GOTR.CN,Public Sector: Government finance: Revenue,Grants and other revenue (current LCU),,,,,,,,,,,0.280800339958807,53,-0.182183472543264,-2.188 to -0.645,0.116523917105665,71,0.0114347355122077,-0.634 to 0.161,0.205308394152538,76,-0.151321534073216,0.163 to 1.135,0.388626556283899,81,-0.376910263337999,1.142 to 2.135,0.177869351131753,195,-0.160806265387566,-0.113_2.148
GC.REV.GOTR.ZS,Public Sector: Government finance: Revenue,Grants and other revenue (% of revenue),0.484093651149291,0.144759208746622,0.169059015321836,0.16406680715896,0.223509055376741,0.173572895031241,0.0875951080230454,0.16052989156627,0.146395671768358,0.110513132276617,0.378476826528415,51,0.14914459463992,-2.188 to -0.645,0.373428134047293,71,-0.306498416799547,-0.634 to 0.161,0.242194290284796,76,-0.00607862351940888,0.163 to 1.135,0.498106735475162,81,-0.526075476316808,1.142 to 2.135,0.48383957251209,195,-0.399804004384937,-0.113_2.148
GC.REV.SOCL.CN,Public Sector: Government finance: Revenue,Social contributions (current LCU),,,,,,,,,,,0.202021845083325,50,-0.107032838959294,-2.188 to -0.645,0.25407394739693,69,0.215321052738636,-0.634 to 0.161,0.201829292066526,79,-0.12452054698465,0.163 to 1.135,0.323949637763898,117,-0.31229100640245,1.142 to 2.135,0.147888550547314,234,-0.0317894922587576,-0.113_2.148
GC.REV.SOCL.ZS,Public Sector: Government finance: Revenue,Social contributions (% of revenue),0.704256487735886,0.387785324432859,0.146792701050737,0.13340612543424,0.167027320403789,0.115449440447053,0.0789943080405432,0.162788928131866,0.129680165877492,0.127698734917837,0.209881056347156,50,-0.0572215205960943,-2.188 to -0.645,0.315770656717022,69,0.282407662216784,-0.634 to 0.161,0.358461971438716,79,0.334176081192613,0.163 to 1.135,0.179495231516247,117,-0.00963723882059175,1.142 to 2.135,0.58702255781015,234,0.596365340980935,-0.113_2.148
GC.REV.XGRT.CN,Public Sector: Government finance: Revenue,"Revenue, excluding grants (current LCU)",,,,,,,,,,,0.356302262892145,51,-0.230588504329357,-2.188 to -0.645,0.112974036919668,71,0.0327372239358785,-0.634 to 0.161,0.215661903272946,79,-0.161883535983203,0.163 to 1.135,0.324419007268464,117,-0.312095049679902,1.142 to 2.135,0.191585444657914,234,-0.159381952778267,-0.113_2.148
GC.REV.XGRT.GD.ZS,Public Sector: Government finance: Revenue,"Revenue, excluding grants (% of GDP)",0.632692873431745,0.244659019990121,0.162122208770007,0.345104750322079,0.231730456321059,0.114906004637198,0.124116685529825,0.114680266664966,0.0810750520078115,0.0861697169484583,0.529298037301408,51,0.544676188000768,-2.188 to -0.645,0.243981498288334,71,-0.120198526256847,-0.634 to 0.161,0.443408560852947,79,0.478625798570378,0.163 to 1.135,0.245047127090537,117,0.0282908791775588,1.142 to 2.135,0.646357307842459,234,0.628538196475142,-0.113_2.148
GC.TAX.EXPT.CN,Public Sector: Government finance: Revenue,Taxes on exports (current LCU),,,,,,,,,,,0.196531880040329,52,0.000516685430851922,-2.188 to -0.645,0.130038604497036,71,-0.0248438799552048,-0.634 to 0.161,0.17028634208017,79,-0.00470463541457666,0.163 to 1.135,0.256873202212297,114,-0.227674650020298,1.142 to 2.135,0.200267117635096,231,-0.190494368718552,-0.113_2.148
GC.TAX.EXPT.ZS,Public Sector: Government finance: Revenue,Taxes on exports (% of tax revenue),0.196214814118093,0.152527652910589,0.0960053090927783,0.123800439568493,0.118746974974582,0.134016223022896,0.181282596280795,0.114586582080353,0.19062326834983,0.109300800937165,0.215366144582933,52,0.0270350360671531,-2.188 to -0.645,0.13188181841688,71,0.0234637159418098,-0.634 to 0.161,0.195157548522794,79,-0.138474203577759,0.163 to 1.135,0.240560808141966,114,-0.213367693141908,1.142 to 2.135,0.179646149488306,231,-0.157174940405004,-0.113_2.148
GC.TAX.GSRV.CN,Public Sector: Government finance: Revenue,Taxes on goods and services (current LCU),,,,,,,,,,,0.378663701095806,52,-0.25528020789407,-2.188 to -0.645,0.119141700418174,71,0.0371986022548967,-0.634 to 0.161,0.213391425402545,79,-0.161070556830666,0.163 to 1.135,0.324342719733777,117,-0.313671936441949,1.142 to 2.135,0.204896137996412,234,-0.170436528697012,-0.113_2.148
GC.TAX.GSRV.RV.ZS,Public Sector: Government finance: Revenue,Taxes on goods and services (% of revenue),0.18812193164501,0.202044354433253,0.142266016769724,0.300151582361851,0.227387323310376,0.260067034001054,0.135335111397232,0.109668395181084,0.0920323140029128,0.108420912552378,0.37656743958277,50,-0.167713072471131,-2.188 to -0.645,0.260534354159549,71,0.232281166474942,-0.634 to 0.161,0.22355631190072,79,0.111408207639497,0.163 to 1.135,0.299307214487179,117,-0.259208470449511,1.142 to 2.135,0.293201583996128,234,-0.271827482201265,-0.113_2.148
GC.TAX.GSRV.VA.ZS,Public Sector: Government finance: Revenue,Taxes on goods and services (% value added of industry and services),0.409061198919928,0.326283182625218,0.192879464858787,0.154402801882071,0.31189294286827,0.156130850219351,0.147461960456493,0.111860098083349,0.113162325602822,0.108462735244623,0.356580647679154,49,-0.01668908999057,-2.188 to -0.645,0.289747593256839,71,-0.0714604176694419,-0.634 to 0.161,0.453860821058735,79,0.446767682216295,0.163 to 1.135,0.231836364339625,112,-0.165496713636136,1.142 to 2.135,0.360328567132798,229,0.303469107959385,-0.113_2.148
GC.TAX.IMPT.CN,Public Sector: Government finance: Revenue,Customs and other import duties (current LCU),,,,,,,,,,,0.372306777046271,52,-0.256552124993777,-2.188 to -0.645,0.125311734402963,71,0.0389022386553221,-0.634 to 0.161,0.273797309976483,79,-0.198297756242823,0.163 to 1.135,0.324943571444472,114,-0.312313521712162,1.142 to 2.135,0.260662544068692,231,-0.186210580338089,-0.113_2.148
GC.TAX.IMPT.ZS,Public Sector: Government finance: Revenue,Customs and other import duties (% of tax revenue),0.652879047287189,0.212744669764733,0.18487070287142,0.232865359533576,0.119476462587415,0.129636543487656,0.0957906668928996,0.0918438016117664,0.174593559874133,0.0968985697512532,0.362636330285866,52,-0.0402949581603422,-2.188 to -0.645,0.267994406117424,71,-0.104648415697479,-0.634 to 0.161,0.319704745557054,79,-0.299574104732047,0.163 to 1.135,0.333876469035482,114,-0.332985347534449,1.142 to 2.135,0.661598402665241,231,-0.556810061552499,-0.113_2.148
GC.TAX.INTT.CN,Public Sector: Government finance: Revenue,Taxes on international trade (current LCU),,,,,,,,,,,0.337808544561192,52,-0.229967887245824,-2.188 to -0.645,0.132421152771321,71,0.0161346957182755,-0.634 to 0.161,0.235173806384652,79,-0.161702751641369,0.163 to 1.135,0.324423856815458,117,-0.312916181605828,1.142 to 2.135,0.28030743214525,234,-0.195067019441172,-0.113_2.148
GC.TAX.INTT.RV.ZS,Public Sector: Government finance: Revenue,Taxes on international trade (% of revenue),0.613980968099198,0.186485826699288,0.167156825629575,0.242745218213815,0.165331333081047,0.101956013774803,0.0607510865608925,0.129438202888772,0.135279039797836,0.105633639059489,0.259457935101486,50,0.0138143101873543,-2.188 to -0.645,0.290843634028937,71,-0.143404004704987,-0.634 to 0.161,0.358544259770958,79,-0.340379750050619,0.163 to 1.135,0.295210623529814,117,-0.28509799427545,1.142 to 2.135,0.607081939978405,234,-0.535803045831829,-0.113_2.148
GC.TAX.OTHR.CN,Public Sector: Government finance: Revenue,Other taxes (current LCU),,,,,,,,,,,0.290270469041084,52,-0.0876705515397961,-2.188 to -0.645,0.110992698483691,71,0.0294887165926376,-0.634 to 0.161,0.258908979058885,79,-0.215713888760732,0.163 to 1.135,0.319570438488985,117,-0.29906915111069,1.142 to 2.135,0.144221349660912,234,-0.111813622919075,-0.113_2.148
GC.TAX.OTHR.RV.ZS,Public Sector: Government finance: Revenue,Other taxes (% of revenue),0.118710693801855,0.228428275660107,0.175689369306195,0.0991937867432932,0.0868404277780707,0.135947957720191,0.187795005560676,0.0918077766624232,0.156830293351024,0.0732879366792915,0.315005003082372,50,-0.21632340568522,-2.188 to -0.645,0.313543199532341,71,0.20761782523647,-0.634 to 0.161,0.206274629218042,79,0.0153204695025629,0.163 to 1.135,0.219057254340676,117,0.122682707898782,1.142 to 2.135,0.16930091817245,234,0.0519587368990031,-0.113_2.148
GC.TAX.TOTL.CN,Public Sector: Government finance: Revenue,Tax revenue (current LCU),,,,,,,,,,,0.373242093651389,53,-0.25055800987504,-2.188 to -0.645,0.115116224040973,71,0.0357282843508393,-0.634 to 0.161,0.223773611964131,79,-0.176164125187772,0.163 to 1.135,0.324044845084447,117,-0.311040839254036,1.142 to 2.135,0.194324288233479,234,-0.161455696926261,-0.113_2.148
